Handwriting_Sample,Writing_Speed_wpm,Openness,Conscientiousness,Extraversion,Agreeableness,Neuroticism,Gender,Age
sample_302.jpg,54,0.061550714,0.793189729,0.833206064,0.420379102,0.482286942,Other,48
sample_303.jpg,11,0.309566873,0.02052003,0.518595792,0.267214494,0.352274596,Other,41
sample_304.jpg,40,0.565143126,0.124744568,0.100454295,0.523536505,0.364074801,Other,56
sample_305.jpg,18,0.845102037,0.983446197,0.134607698,0.239869575,0.409460153,Female,45
sample_306.jpg,27,0.348271644,0.425632879,0.016595949,0.228588712,0.068230639,Other,25
sample_307.jpg,37,0.896511185,0.035257206,0.340256896,0.527720564,0.006059011,Male,21
sample_308.jpg,45,0.027670637,0.76286139,0.997010933,0.883841964,0.579999094,Other,30
sample_309.jpg,19,0.599466182,0.207044011,0.681320716,0.45905248,0.215340793,Other,34
sample_310.jpg,28,0.777896984,0.172712895,0.802665198,0.138024094,0.041984516,Female,54
sample_311.jpg,16,0.005654819,0.559929695,0.871202621,0.936319991,0.152261676,Female,48
sample_312.jpg,23,0.95273479,0.349705204,0.274739208,0.498436347,0.244513897,Other,60
sample_313.jpg,48,0.522270043,0.166927743,0.409879849,0.316453419,0.768395237,Other,44
sample_314.jpg,42,0.846024725,0.543721513,0.364426652,0.758329847,0.696021084,Other,46
sample_315.jpg,31,0.266548834,0.06156164,0.741821387,0.33441099,0.604960723,Other,57
sample_316.jpg,22,0.027577975,0.084473647,0.446080863,0.646445668,0.932538671,Other,24
sample_317.jpg,41,0.590193278,0.154732458,0.146077369,0.976718048,0.722677144,Female,23
sample_318.jpg,10,0.525680007,0.207774874,0.920622127,0.964108449,0.25148002,Male,38
sample_319.jpg,60,0.793582269,0.609806089,0.491994735,0.762107003,0.533591234,Male,39
sample_320.jpg,22,0.352320919,0.87980596,0.9811762,0.520872181,0.527403319,Male,58
sample_321.jpg,13,0.552701222,0.599451321,0.085889934,0.058696089,0.286314189,Female,56
sample_322.jpg,59,0.594679585,0.537541762,0.35344947,0.025860917,0.650763205,Female,51
sample_323.jpg,57,0.660866853,0.559814847,0.687458654,0.289789995,0.224949543,Female,24
sample_324.jpg,52,0.404188452,0.381065507,0.418557103,0.116257114,0.574717274,Male,23
sample_325.jpg,13,0.189090607,0.665418445,0.798183401,0.77093209,0.269491143,Female,18
sample_326.jpg,49,0.656107896,0.526845227,0.624093649,0.103972967,0.231625838,Male,56
sample_327.jpg,40,0.60063107,0.973626136,0.816416273,0.380302511,0.387442856,Other,25
sample_328.jpg,17,0.221430654,0.695799974,0.794112419,0.417163517,0.675330395,Female,43
sample_329.jpg,37,0.407909617,0.017962149,0.014164824,0.325299751,0.472912964,Male,43
sample_330.jpg,50,0.147272416,0.056670853,0.535524055,0.421239574,0.066606697,Male,31
sample_331.jpg,52,0.783277591,0.804484442,0.430788252,0.913914385,0.176885051,Female,47
sample_332.jpg,12,0.069901279,0.890300799,0.015796787,0.652623014,0.280644,Male,54
sample_333.jpg,14,0.044667413,0.866505296,0.781213973,0.77338486,0.772215184,Other,45
sample_334.jpg,24,0.545808155,0.260434236,0.924665832,0.596280182,0.988413181,Male,24
sample_335.jpg,38,0.850625688,0.147210054,0.568831127,0.513485766,0.621711477,Female,57
sample_336.jpg,53,0.767656992,0.84619099,0.366553917,0.169076752,0.540600753,Other,53
sample_337.jpg,14,0.897216574,0.917863095,0.971329863,0.810923491,0.808330696,Male,60
sample_338.jpg,34,0.117909299,0.572570684,0.926431919,0.719679817,0.766573362,Other,40
sample_339.jpg,39,0.409899087,0.533630782,0.514470283,0.515625494,0.413723953,Other,30
sample_340.jpg,41,0.246503892,0.442847539,0.815924463,0.216511118,0.076708662,Male,52
sample_341.jpg,17,0.311838678,0.572158091,0.014408862,0.845386199,0.455284226,Other,48
sample_342.jpg,26,0.826463538,0.504223789,0.97563261,0.213235353,0.838446166,Male,19
sample_343.jpg,20,0.686538543,0.123176666,0.563110698,0.944290055,0.942179465,Female,50
sample_344.jpg,43,0.456760902,0.195263279,0.47845665,0.497282062,0.373377603,Other,54
sample_345.jpg,18,0.761614389,0.771118814,0.992509904,0.08908658,0.634039404,Male,46
sample_346.jpg,48,0.080713867,0.915957832,0.731073304,0.504180096,0.78205723,Male,49
sample_347.jpg,17,0.677558781,0.363472846,0.382632579,0.701079468,0.391644352,Male,47
sample_348.jpg,60,0.511547557,0.209457826,0.873508538,0.880586099,0.344481909,Male,54
sample_349.jpg,24,0.87669208,0.000605173,0.186607623,0.212106856,0.281900353,Other,52
sample_350.jpg,14,0.437051533,0.913210017,0.319385027,0.309376826,0.914151789,Other,37
sample_351.jpg,50,0.319051068,0.961017857,0.005540307,0.521746045,0.016124534,Male,27
sample_352.jpg,20,0.493063799,0.700993913,0.961075164,0.471747326,0.727671953,Female,41
sample_353.jpg,41,0.095903567,0.69310646,0.374422503,0.318702594,0.503430745,Female,38
sample_354.jpg,35,0.091318896,0.385360665,0.652216358,0.67513686,0.640369494,Other,32
sample_355.jpg,57,0.535353954,0.093771435,0.384320831,0.179851701,0.704931374,Other,44
sample_356.jpg,48,0.48361472,0.556404185,0.623099673,0.915621603,0.690269346,Female,41
sample_357.jpg,52,0.175610839,0.848175759,0.086553619,0.298694255,0.610210954,Other,29
sample_358.jpg,57,0.094272483,0.341960815,0.376388826,0.081949091,0.172471694,Female,27
sample_359.jpg,17,0.629136711,0.338159742,0.107070072,0.044650008,0.146524578,Male,31
sample_360.jpg,12,0.77838394,0.639526021,0.085485129,0.156861559,0.647191546,Female,40
sample_361.jpg,57,0.435907754,0.009710194,0.739989916,0.611361462,0.911309318,Male,48
sample_362.jpg,44,0.65551222,0.831471807,0.243453921,0.715552532,0.694459245,Other,53
sample_363.jpg,50,0.43471591,0.466605379,0.660161858,0.875918963,0.578006911,Male,33
sample_364.jpg,10,0.12893907,0.1681169,0.120011667,0.979320387,0.814558261,Male,21
sample_365.jpg,27,0.466369536,0.787782839,0.061671009,0.420847638,0.418625288,Male,30
sample_366.jpg,23,0.876182996,0.127566729,0.64007084,0.865756335,0.08650591,Other,28
sample_367.jpg,16,0.391324671,0.678496799,0.276502092,0.893278228,0.524541986,Other,39
sample_368.jpg,30,0.254632415,0.58744918,0.649444499,0.724806901,0.919362165,Male,24
sample_369.jpg,11,0.986334252,0.741132924,0.810582612,0.66594471,0.696801745,Male,48
sample_370.jpg,55,0.964209572,0.270775069,0.246902091,0.562234582,0.224502018,Other,32
sample_371.jpg,50,0.515065875,0.229213778,0.268854048,0.256247619,0.566494065,Male,53
sample_372.jpg,48,0.021313633,0.639679877,0.442846756,0.830306021,0.12843993,Female,47
sample_373.jpg,28,0.655148687,0.766824438,0.563349224,0.790749115,0.995347534,Female,55
sample_374.jpg,45,0.366408215,0.308088151,0.728972441,0.838396516,0.253955536,Male,32
sample_375.jpg,38,0.329558376,0.813280949,0.361639114,0.615070896,0.723852445,Other,36
sample_376.jpg,35,0.330585981,0.965845438,0.276281318,0.170000155,0.232533716,Male,43
sample_377.jpg,10,0.509183135,0.673463134,0.976572424,0.568180454,0.880684257,Male,31
sample_378.jpg,33,0.125821758,0.404609702,0.254580924,0.23985123,0.207005936,Other,55
sample_379.jpg,48,0.193987851,0.754917329,0.563078574,0.823026679,0.330995593,Female,25
sample_380.jpg,23,0.159279417,0.601182608,0.855521641,0.10298615,0.723365684,Other,27
sample_381.jpg,37,0.164720633,0.844992639,0.03864402,0.304880293,0.404807285,Male,40
sample_382.jpg,44,0.304953969,0.703589266,0.672252287,0.521138118,0.645087157,Male,39
sample_383.jpg,36,0.625721106,0.074356962,0.756771451,0.223868275,0.970556603,Other,35
sample_384.jpg,15,0.948522939,0.655275369,0.610484338,0.458821015,0.304468402,Male,28
sample_385.jpg,51,0.902996729,0.364555749,0.176937962,0.015483227,0.764463219,Male,27
sample_386.jpg,60,0.116557746,0.941488182,0.716998898,0.234683376,0.188973865,Other,33
sample_387.jpg,43,0.677496534,0.773738026,0.428749259,0.576932143,0.24420942,Other,30
sample_388.jpg,46,0.264210712,0.18654687,0.935828066,0.584378736,0.304632867,Female,41
sample_389.jpg,22,0.961138218,0.719316168,0.808337179,0.380933022,0.203571164,Other,20
sample_390.jpg,58,0.959119549,0.832395769,0.083033217,0.93063004,0.221649759,Other,38
sample_391.jpg,23,0.201799722,0.495147491,0.924221064,0.94050513,0.076960045,Male,37
sample_392.jpg,37,0.540509398,0.193213675,0.386554761,0.374043093,0.257740898,Male,56
sample_393.jpg,57,0.000857825,0.640334346,0.183277089,0.384675163,0.927625823,Male,44
sample_394.jpg,58,0.859541495,0.343824985,0.105250891,0.149264953,0.637729216,Male,29
sample_395.jpg,25,0.589704023,0.204291745,0.359465793,0.492845956,0.846766091,Male,41
sample_396.jpg,28,0.233614581,0.894025514,0.040780315,0.898141394,0.266083732,Other,31
sample_397.jpg,54,0.705874309,0.525301481,0.411539051,0.09290194,0.41689885,Other,56
sample_398.jpg,14,0.841529095,0.564299701,0.380155501,0.052416845,0.032757943,Male,39
sample_399.jpg,57,0.067254661,0.557975899,0.795770922,0.40957312,0.511483193,Other,50
sample_400.jpg,38,0.178368659,0.185698492,0.264619617,0.404362801,0.67169843,Other,36
sample_401.jpg,60,0.306991476,0.978231371,0.357586737,0.72537368,0.828676096,Female,29
sample_402.jpg,11,0.19239005,0.660474669,0.721522361,0.139086402,0.804498438,Female,36
sample_403.jpg,29,0.838161951,0.536595229,0.994820365,0.991321251,0.115347408,Other,38
sample_404.jpg,30,0.40333899,0.222935726,0.115738542,0.541449197,0.252591622,Female,18
sample_405.jpg,37,0.562375906,0.409172149,0.750262948,0.265463726,0.951774421,Male,54
sample_406.jpg,48,0.780849617,0.456353533,0.322046273,0.174613951,0.017360188,Other,32
sample_407.jpg,56,0.023064178,0.447438315,0.277883824,0.130982621,0.592464112,Male,22
sample_408.jpg,12,0.692228817,0.037905912,0.845597942,0.649255129,0.325844127,Other,51
sample_409.jpg,29,0.99610768,0.821301596,0.376698723,0.526092161,0.949459184,Male,33
sample_410.jpg,39,0.018275496,0.331930742,0.25550243,0.768194475,0.247562631,Male,47
sample_411.jpg,32,0.26311395,0.441833298,0.819694798,0.195223011,0.489340832,Female,51
sample_412.jpg,52,0.158002188,0.139495973,0.957038102,0.817811873,0.766249263,Male,42
sample_413.jpg,44,0.812946672,0.181264272,0.369908514,0.745958605,0.903828335,Male,19
sample_414.jpg,39,0.617926861,0.684411108,0.551652512,0.73541587,0.017439286,Male,19
sample_415.jpg,58,0.727162747,0.27204168,0.070502178,0.406248605,0.928188198,Female,60
sample_416.jpg,40,0.249211917,0.297323059,0.612027644,0.725332204,0.542116551,Female,50
sample_417.jpg,38,0.952531215,0.742844633,0.287572114,0.297269873,0.621940787,Other,55
sample_418.jpg,18,0.704489575,0.488271206,0.83997169,0.231447919,0.564249301,Female,54
sample_419.jpg,30,0.281397939,0.604782456,0.441372227,0.07375975,0.532792073,Male,45
sample_420.jpg,39,0.559000499,0.815353402,0.248673311,0.782899858,0.002396039,Other,36
sample_421.jpg,34,0.700382074,0.814402131,0.082573511,0.752293374,0.317131207,Other,38
sample_422.jpg,20,0.608143924,0.889432054,0.630777688,0.232019382,0.304649519,Female,37
sample_423.jpg,36,0.140959059,0.304634968,0.735185472,0.069860272,0.51982039,Other,32
sample_424.jpg,37,0.45048838,0.325994168,0.467792435,0.479765064,0.356837475,Female,31
sample_425.jpg,55,0.184767955,0.656845342,0.520101247,0.863261673,0.772378778,Other,42
sample_426.jpg,37,0.112627322,0.747524058,0.759056601,0.553479816,0.151779755,Female,50
sample_427.jpg,52,0.424496633,0.869273954,0.54892385,0.031935546,0.16287869,Male,39
sample_428.jpg,35,0.978480855,0.363636362,0.153481848,0.278866126,0.437036881,Female,54
sample_429.jpg,58,0.65519017,0.311310489,0.186673457,0.251539562,0.761369943,Other,31
sample_430.jpg,56,0.69189628,0.649285898,0.699188445,0.111756399,0.686987806,Female,53
sample_431.jpg,19,0.398781853,0.728868759,0.011943826,0.978625721,0.775440768,Other,33
sample_432.jpg,58,0.72211996,0.155921381,0.07721079,0.651659309,0.537778351,Male,59
sample_433.jpg,58,0.818906663,0.493978027,0.552999277,0.555306229,0.239821943,Female,18
sample_434.jpg,13,0.50792821,0.635694389,0.249701673,0.71860987,0.87815213,Other,43
sample_435.jpg,52,0.760839934,0.294236736,0.471464451,0.207869532,0.000530598,Male,38
sample_436.jpg,48,0.201673708,0.814755288,0.780070525,0.36715593,0.658455937,Other,38
sample_437.jpg,41,0.274109457,0.572465921,0.308191684,0.265575112,0.568929199,Female,49
sample_438.jpg,26,0.022508697,0.992289484,0.671107494,0.375100932,0.197517238,Male,35
sample_439.jpg,24,0.89548412,0.489527449,0.47541504,0.979247974,0.751025524,Female,25
sample_440.jpg,45,0.720986693,0.563054428,0.773230144,0.557473689,0.421424355,Male,26
sample_441.jpg,17,0.481397659,0.235291117,0.032014099,0.181728363,0.876252009,Other,52
sample_442.jpg,29,0.28827522,0.684389713,0.089447054,0.072665129,0.128325769,Female,52
sample_443.jpg,42,0.141358103,0.117714022,0.80153049,0.004640281,0.415684801,Female,55
sample_444.jpg,13,0.147597368,0.443260809,0.041215609,0.760755623,0.212882946,Male,30
sample_445.jpg,11,0.944261634,0.278108466,0.792668659,0.617388202,0.497164904,Other,54
sample_446.jpg,12,0.647119144,0.178075962,0.450822488,0.536188536,0.582377426,Other,43
sample_447.jpg,18,0.15158137,0.168824661,0.619274276,0.435720067,0.892676177,Male,58
sample_448.jpg,10,0.442973142,0.090875424,0.492667344,0.242681357,0.885351986,Other,54
sample_449.jpg,43,0.714012985,0.254858514,0.595049612,0.890902534,0.284438648,Other,46
sample_450.jpg,32,0.655282711,0.132022031,0.371931969,0.945267374,0.976169396,Female,24
sample_451.jpg,17,0.428906039,0.411097544,0.936609947,0.058757591,0.01282097,Male,21
sample_452.jpg,22,0.696501964,0.57344321,0.915586944,0.641011532,0.420647974,Other,23
sample_453.jpg,18,0.993962659,0.513950096,0.583170007,0.09163824,0.912521871,Female,28
sample_454.jpg,25,0.355020574,0.786615154,0.980293346,0.398758067,0.061477072,Female,42
sample_455.jpg,20,0.941522871,0.816163472,0.842296675,0.826950002,0.239150947,Female,56
sample_456.jpg,17,0.951541884,0.567014694,0.027479545,0.628334631,0.496918039,Female,57
sample_457.jpg,29,0.353548357,0.628098186,0.685493221,0.322542021,0.853853873,Other,39
sample_458.jpg,42,0.057362853,0.865563202,0.156121734,0.110996357,0.926034569,Female,20
sample_459.jpg,26,0.961830314,0.930948436,0.579068322,0.849498731,0.990320661,Male,46
sample_460.jpg,34,0.822065285,0.210934149,0.850646999,0.395104141,0.035141844,Male,45
sample_461.jpg,22,0.867837706,0.399866174,0.420154151,0.877861278,0.620384722,Male,50
sample_462.jpg,40,0.853329645,0.813766593,0.491322104,0.88864289,0.613134267,Other,25
sample_463.jpg,57,0.592577986,0.767996971,0.391022896,0.984900719,0.456700614,Other,36
sample_464.jpg,56,0.671131556,0.251367095,0.994589581,0.166123466,0.069878645,Other,30
sample_465.jpg,52,0.336661618,0.923286897,0.687574574,0.968841499,0.559589403,Female,53
sample_466.jpg,12,0.852087941,0.341641614,0.976253884,0.444137925,0.211108719,Other,25
sample_467.jpg,29,0.422197798,0.520790466,0.223711115,0.076886569,0.513509169,Female,46
sample_468.jpg,28,0.240918764,0.906972273,0.435360523,0.219269254,0.879748771,Male,49
sample_469.jpg,35,0.499719443,0.928689516,0.699064869,0.000863243,0.820541488,Other,56
sample_470.jpg,32,0.191194563,0.673757273,0.504414591,0.120316279,0.260160899,Female,19
sample_471.jpg,42,0.263567427,0.174329571,0.836020441,0.068215621,0.056328514,Male,40
sample_472.jpg,36,0.750328827,0.022700616,0.3951832,0.230174102,0.551072213,Other,54
sample_473.jpg,42,0.891949179,0.55386783,0.827347046,0.133269985,0.010829331,Male,50
sample_474.jpg,40,0.026823212,0.460176242,0.335713197,0.594762713,0.688529422,Other,46
sample_475.jpg,15,0.540474637,0.285637247,0.701064892,0.332017909,0.283556813,Female,19
sample_476.jpg,20,0.510260062,0.17231889,0.179748051,0.388177376,0.532344788,Other,32
sample_477.jpg,29,0.740568429,0.926351339,0.876884349,0.488688581,0.377435053,Female,48
sample_478.jpg,36,0.109615917,0.414218355,0.742113268,0.827648217,0.965712948,Other,52
sample_479.jpg,50,0.737102043,0.874346538,0.817780813,0.224251656,0.523346194,Female,60
sample_480.jpg,44,0.280014378,0.194133789,0.323186841,0.213203734,0.407978677,Male,43
sample_481.jpg,17,0.275325374,0.290253851,0.555268702,0.949741294,0.298047851,Other,34
sample_482.jpg,49,0.086089237,0.253931065,0.045829401,0.303165588,0.273694361,Female,28
sample_483.jpg,12,0.153510122,0.678569705,0.196070684,0.836142562,0.671387698,Female,39
sample_484.jpg,53,0.433890922,0.990444574,0.235644763,0.574218841,0.247191437,Male,33
sample_485.jpg,28,0.549451997,0.934156588,0.06911437,0.886057871,0.59741203,Female,35
sample_486.jpg,24,0.603095977,0.13659159,0.447735229,0.120127968,0.574316819,Female,58
sample_487.jpg,13,0.211454502,0.751095865,0.456659611,0.223352963,0.674048817,Male,27
sample_488.jpg,59,0.890266437,0.360647605,0.49876213,0.381538545,0.029190442,Female,19
sample_489.jpg,51,0.434590064,0.866692727,0.34297263,0.90702569,0.868189252,Other,50
sample_490.jpg,47,0.9284797,0.873968784,0.541320536,0.158084843,0.640748267,Other,40
sample_491.jpg,21,0.347037744,0.383159203,0.884442172,0.262094425,0.269400943,Male,20
sample_492.jpg,54,0.648690225,0.605462463,0.716529727,0.877106335,0.287676808,Male,20
sample_493.jpg,32,0.43640462,0.925889004,0.959744212,0.132657861,0.838313204,Female,20
sample_494.jpg,14,0.405590453,0.062966901,0.019443713,0.251212582,0.727310528,Other,21
sample_495.jpg,10,0.654801415,0.560031803,0.995836738,0.905407288,0.787759866,Female,46
sample_496.jpg,35,0.894981103,0.59826566,0.425913879,0.089088736,0.388740575,Male,57
sample_497.jpg,26,0.753048614,0.465065734,0.986968206,0.789639207,0.969297393,Other,52
sample_498.jpg,26,0.562189345,0.125971527,0.281900917,0.95448306,0.120886094,Male,44
sample_499.jpg,15,0.798127499,0.484197982,0.512642315,0.052678805,0.783955745,Male,53
sample_500.jpg,41,0.807242783,0.762937411,0.732086022,0.477266646,0.716274084,Female,41
sample_501.jpg,19,0.137997094,0.872128274,0.123857409,0.451811096,0.91712752,Male,46
sample_502.jpg,45,0.03095799,0.936812714,0.509459502,0.201036068,0.673950464,Female,32
sample_503.jpg,19,0.95193092,0.99232958,0.153417426,0.617730946,0.430401581,Other,29
sample_504.jpg,16,0.621189414,0.912939093,0.909394429,0.364775962,0.943162102,Other,31
sample_505.jpg,59,0.321888814,0.05863977,0.098476058,0.818572559,0.623265138,Male,29
sample_506.jpg,48,0.630097591,0.627183871,0.000198312,0.23996557,0.732796351,Other,59
sample_507.jpg,36,0.437406026,0.830296959,0.315234314,0.515298423,0.738898967,Female,38
sample_508.jpg,48,0.936274666,0.607129873,0.146152868,0.333191781,0.663871492,Female,55
sample_509.jpg,31,0.667081729,0.23438287,0.013649211,0.857251095,0.442394194,Other,50
sample_510.jpg,40,0.285989765,0.400118096,0.859325089,0.710193611,0.8978684,Female,57
sample_511.jpg,22,0.90866835,0.540002252,0.371508295,0.893073693,0.271924859,Other,38
sample_512.jpg,27,0.993064962,0.195347358,0.021786389,0.80435358,0.701713112,Other,28
sample_513.jpg,20,0.244247995,0.296067015,0.805773593,0.970562802,0.088188986,Female,43
sample_514.jpg,54,0.618742595,0.747434606,0.192409617,0.136663398,0.260531209,Female,33
sample_515.jpg,51,0.799878175,0.448662615,0.687999761,0.503339412,0.045033029,Other,32
sample_516.jpg,12,0.804608485,0.54134982,0.764616183,0.314262376,0.551477705,Male,57
sample_517.jpg,46,0.088409531,0.858412078,0.238028104,0.744618291,0.078934694,Male,49
sample_518.jpg,45,0.873501327,0.675900359,0.098506992,0.958968114,0.545184701,Female,40
sample_519.jpg,48,0.806807513,0.186603369,0.226055049,0.646642334,0.964564762,Female,30
sample_520.jpg,28,0.108495694,0.491344815,0.913390062,0.087242243,0.518780312,Female,18
sample_521.jpg,23,0.87736418,0.201165675,0.017312789,0.876379711,0.970716225,Male,56
sample_522.jpg,24,0.75401806,0.080062925,0.57698234,0.847293871,0.468816804,Male,52
sample_523.jpg,39,0.711397734,0.088674534,0.425032447,0.358021931,0.300158956,Male,59
sample_524.jpg,51,0.638419708,0.320007263,0.516793155,0.235533947,0.767619935,Other,26
sample_525.jpg,10,0.575008339,0.07874219,0.900215044,0.883580883,0.737216802,Other,41
sample_526.jpg,45,0.960919975,0.864756752,0.250788015,0.126042955,0.047624538,Female,26
sample_527.jpg,22,0.645786368,0.67283828,0.874933786,0.169784946,0.009883599,Male,56
sample_528.jpg,33,0.95984738,0.1349871,0.12383955,0.207951265,0.835968452,Other,41
sample_529.jpg,18,0.98868753,0.341190182,0.504133479,0.201607035,0.595716484,Female,23
sample_530.jpg,28,0.864155365,0.484934193,0.633990136,0.718763273,0.43946537,Female,33
sample_531.jpg,11,0.906099157,0.576227962,0.799497465,0.699686865,0.485183843,Female,31
sample_532.jpg,28,0.355150359,0.304207836,0.458726554,0.483937108,0.864610199,Male,23
sample_533.jpg,52,0.330530289,0.718412309,0.409451586,0.200966855,0.858937162,Other,40
sample_534.jpg,49,0.586780244,0.488496804,0.823480217,0.811324388,0.918326055,Female,59
sample_535.jpg,45,0.061986543,0.740766983,0.320162963,0.292797498,0.803917499,Other,19
sample_536.jpg,33,0.376542449,0.004747421,0.304277668,0.256348208,0.43777337,Other,21
sample_537.jpg,37,0.86261596,0.994251734,0.847861151,0.316641028,0.566892677,Male,55
sample_538.jpg,58,0.327197742,0.031516867,0.09324975,0.559304522,0.476543727,Male,54
sample_539.jpg,56,0.522379035,0.947866954,0.269781901,0.550124039,0.499712713,Other,28
sample_540.jpg,49,0.797131506,0.261635311,0.591085889,0.118287741,0.956904812,Female,20
sample_541.jpg,39,0.678030559,0.651544864,0.423886747,0.559526871,0.952869577,Male,22
sample_542.jpg,46,0.512728855,0.745426835,0.144544308,0.655231423,0.969005301,Other,59
sample_543.jpg,18,0.975187254,0.563148515,0.460906667,0.523893958,0.997312246,Male,51
sample_544.jpg,37,0.321798307,0.957598367,0.76584294,0.466520075,0.730621834,Male,28
sample_545.jpg,60,0.300869325,0.781610181,0.685233602,0.382704092,0.943356085,Male,18
sample_546.jpg,25,0.383722033,0.06067661,0.914559531,0.735551103,0.442274483,Female,55
sample_547.jpg,20,0.259267578,0.731310007,0.012824692,0.53717552,0.151556292,Other,50
sample_548.jpg,16,0.877032556,0.736538845,0.135248809,0.086538967,0.725562136,Male,49
sample_549.jpg,51,0.566414114,0.2184052,0.710825606,0.250829719,0.615601284,Female,60
sample_550.jpg,44,0.646828593,0.23357532,0.782543273,0.434639883,0.719443777,Female,56
sample_551.jpg,53,0.122470669,0.418500206,0.2985175,0.198018374,0.77847941,Other,35
sample_552.jpg,20,0.021857969,0.435020983,0.12881202,0.831465606,0.713261211,Other,24
sample_553.jpg,55,0.834871544,0.472353341,0.62555451,0.141233149,0.573812512,Female,33
sample_554.jpg,25,0.273809776,0.987286125,0.657761474,0.120869979,0.098605367,Male,29
sample_555.jpg,13,0.723344595,0.140708445,0.093069635,0.268922026,0.139947823,Female,23
sample_556.jpg,21,0.324905138,0.825816857,0.395249944,0.030598351,0.620824606,Male,42
sample_557.jpg,34,0.557967265,0.524558331,0.36745455,0.898110392,0.411992782,Male,20
sample_558.jpg,11,0.550843302,0.167899689,0.317401382,0.526360067,0.091517515,Female,48
sample_559.jpg,30,0.267024221,0.595951792,0.781640589,0.72544134,0.310825859,Other,21
sample_560.jpg,54,0.826198961,0.679507323,0.746154057,0.11549729,0.087635916,Other,50
sample_561.jpg,49,0.55422858,0.473148193,0.169979611,0.369973137,0.76639488,Female,54
sample_562.jpg,40,0.82261563,0.555390213,0.111107416,0.971755051,0.728487924,Male,55
sample_563.jpg,36,0.021378003,0.163570243,0.723229668,0.507923998,0.040214338,Female,56
sample_564.jpg,48,0.250578716,0.831540922,0.984424084,0.215928362,0.728459691,Female,24
sample_565.jpg,19,0.944360168,0.959542048,0.144760805,0.708073348,0.674471334,Female,51
sample_566.jpg,39,0.97577577,0.662349489,0.885835913,0.501224373,0.331803552,Other,47
sample_567.jpg,22,0.283443627,0.057326194,0.67688716,0.998304507,0.372575381,Male,58
sample_568.jpg,41,0.133098248,0.286707264,0.937488289,0.682080527,0.540335294,Other,40
sample_569.jpg,52,0.937763082,0.038975255,0.038117249,0.692219566,0.672303204,Other,50
sample_570.jpg,35,0.546399844,0.540305436,0.829723201,0.4205792,0.844619608,Female,43
sample_571.jpg,24,0.993612106,0.805627394,0.293114556,0.142624647,0.723104389,Other,47
sample_572.jpg,20,0.372520354,0.220810716,0.574269677,0.091792264,0.451899012,Male,45
sample_573.jpg,43,0.954910236,0.549539001,0.784581068,0.479631877,0.800075756,Other,30
sample_574.jpg,45,0.367410496,0.361362294,0.077712318,0.534456951,0.581995765,Other,52
sample_575.jpg,32,0.403727786,0.714937527,0.284358724,0.544371414,0.181678542,Other,31
sample_576.jpg,43,0.150533628,0.038851353,0.511086574,0.966144686,0.791508401,Other,43
sample_577.jpg,34,0.627468458,0.064366346,0.43150336,0.879459032,0.03366926,Male,24
sample_578.jpg,39,0.235964358,0.216843092,0.184969379,0.15915387,0.01909454,Female,30
sample_579.jpg,54,0.770680345,0.740193546,0.335429833,0.223030957,0.459643963,Male,21
sample_580.jpg,23,0.820374425,0.633938129,0.80386754,0.261718811,0.356568682,Male,52
sample_581.jpg,39,0.470504534,0.827299504,0.687030135,0.376833161,0.944444318,Male,35
sample_582.jpg,55,0.367421575,0.194095134,0.613238364,0.598236333,0.206855368,Male,18
sample_583.jpg,16,0.805414219,0.946253797,0.413590588,0.427868266,0.723056154,Female,58
sample_584.jpg,54,0.163761357,0.531629099,0.30069171,0.154539703,0.815974611,Other,50
sample_585.jpg,47,0.654387559,0.984263567,0.921776474,0.306682034,0.015380551,Female,32
sample_586.jpg,19,0.794771773,0.186812672,0.722649016,0.859373042,0.930277024,Male,43
sample_587.jpg,14,0.283353546,0.185248401,0.958170372,0.345198403,0.73913777,Other,54
sample_588.jpg,15,0.180508286,0.216695429,0.981899462,0.521348044,0.246751003,Female,38
sample_589.jpg,35,0.195981071,0.492183487,0.68770731,0.294876705,0.839800673,Male,57
sample_590.jpg,58,0.02089543,0.62379442,0.017368526,0.741556065,0.911739519,Other,18
sample_591.jpg,48,0.660156204,0.526966665,0.874869903,0.253521454,0.132748669,Male,21
sample_592.jpg,45,0.222541203,0.58280109,0.382245222,0.272428994,0.107470645,Other,36
sample_593.jpg,53,0.532630486,0.686143088,0.693656287,0.724584762,0.90294141,Male,52
sample_594.jpg,22,0.735441749,0.510316427,0.435842832,0.500423598,0.295849236,Male,38
sample_595.jpg,12,0.34353203,0.873796164,0.114361852,0.793082361,0.994254761,Female,19
sample_596.jpg,44,0.371293029,0.990922316,0.101811594,0.729080295,0.145303007,Male,39
sample_597.jpg,52,0.157107174,0.250913644,0.213263877,0.010034764,0.43668007,Other,45
sample_598.jpg,20,0.809099872,0.181080333,0.791053817,0.596877195,0.439409336,Male,52
sample_599.jpg,36,0.910410543,0.416447518,0.816461171,0.818510686,0.683189355,Male,53
sample_600.jpg,21,0.93180135,0.150141295,0.767545216,0.534966757,0.882412293,Other,60
sample_601.jpg,58,0.005957606,0.942429168,0.385330665,0.459734804,0.27439551,Male,46
sample_602.jpg,60,0.681410294,0.752165748,0.376860178,0.614040438,0.877302454,Female,56
sample_603.jpg,51,0.163654066,0.920357833,0.906527886,0.284691948,0.4226417,Male,60
sample_604.jpg,58,0.695783172,0.878699291,0.960247235,0.883378968,0.584406985,Other,51
